# id, cityname, citycode, airportname, airportcode
4664,Shennongjia,HPG,Hongping,HPG
4665,Shilabo,HIL,Shilabo,HIL
4666,Sohag,HMB,International,HMB
4667,St Helens,HLS,St Helens,HLS
4668,Taizhou,HYN,Luqiao,HYN
4669,Terre Haute,HUF,Intl (Hulman Field),HUF
4670,Three Rivers,HAI,Municipal Dr. Haines,HAI
4671,Tokyo,TYO,Tokyo Intl (Haneda),HND
4672,Ulanhot,HLH,Ulanhot,HLH
4673,Wahiawa,HHI,Wheeler AAF,HHI
4674,Wheeling,HLG,Ohio County,HLG
4675,White Plains,HPN,Westchester County,HPN
4676,Whitefield,HIE,Mount Washington Rgnl,HIE
4677,Zhayrem,HRC,Sary Su,HRC
4678,Zhengzhou,CGO,Shangjie,HSJ
4679,Zhoushan,HSN,Putuoshan,HSN
4680,Agartala,IXA,Agartala,IXA
4681,Al Asad,IQA,Air Base,IQA
4682,Allahabad,IXD,Allahabad,IXD
4683,Along,IXV,Along,IXV
4684,Ambanja,IVA,Ampampamena,IVA
4685,Aurangabad,IXU,Aurangabad,IXU
4686,Bagdogra,IXB,Bagdogra,IXB
4687,Bahregan,IAQ,Bahregan,IAQ
4688,Belgaum,IXG,Sambre,IXG
4689,Berane,IVG,Dolac,IVG
4690,Birao,IRO,Birao,IRO
4691,Bullhead City,IFP,Laughlin/Bullhead Intl,IFP
4692,Cascade,ICS,Cascade,ICS
4693,Chandigarh,IXC,Chandigarh,IXC
4694,Chigorodo,IGO,Jaime Ortis Betancur,IGO
4695,Chilonzuine Island,IDC,Chilonzuine Island,IDC
4696,Chinde,INE,Chinde,INE
4697,Chivolo,IVO,Chivolo,IVO
4698,Cicia Island,ICI,Cicia Island,ICI
4699,Circle,IRC,Circle City,IRC
4700,Clarinda,ICL,Schenck Field,ICL
4701,Del Carmen (Siargao),IAO,Sayak,IAO
4702,Easter Island,IPC,Mataveri Intl,IPC
4703,Esfahan,IFN,Shahid Beheshti Intl,IFN
4704,Foz do Iguacu,IGU,Cataratas Intl,IGU
4705,Grangeville,IDH,Idaho County,IDH
4706,Hesa,IFH,Hesa,IFH
4707,Hilo,ITO,International,ITO
4708,Houston,HOU,George Bush Intercont.,IAH
4709,Houston,HOU,West Houston,IWS
4710,Iamalele,IMA,Iamalele,IMA
4711,Iasi,IAS,Iasi,IAS
4712,Iaura,IAU,Iaura,IAU
4713,Ibadan,IBA,Ibadan,IBA
4714,Ibague,IBE,Perales,IBE
4715,Ibaraki,IBR,Ibaraki,IBR
4716,Iberia,IBP,Iberia,IBP
4717,Ibiza,IBZ,Ibiza,IBZ
4718,Ibo,IBO,Ibo,IBO
4719,Iboki,IBI,Iboki,IBI
4720,Icabaru,ICA,Icabaru,ICA
4721,Icy Bay,ICY,Icy Bay,ICY
4722,Ida Grove,IDG,Municipal,IDG
4723,Idaho Falls,IDA,Regional,IDA
4724,Idiofa,IDF,Idiofa,IDF
4725,Idre,IDB,Idre,IDB
4726,Iejima,IEJ,Iejima,IEJ
4727,Iffley,IFF,Iffley,IFF
4728,Ifuru,IFU,Ifuru,IFU
4729,Igarka,IAA,Igarka,IAA
4730,Igdir,IGD,Igdir,IGD
4731,Igiugig,IGG,Igiugig,IGG
4732,Igrim,IRM,Igrim,IRM
4733,Iguazu,IGR,Cataratas del Iguazu,IGR
4734,Iguela,IGE,Tchongorove,IGE
4735,Ihosy,IHO,Ihosy,IHO
4736,Ihu,IHU,Ihu,IHU
4737,Ijui,IJU,J.Batista Bos Filho,IJU
4738,Ikela,IKL,Ikela,IKL
4739,Iki,IKI,Iki,IKI
4740,Ilaka Atsinanana,ILK,Ilaka Atsinanana,ILK
4741,Ilam,IIL,Ilam,IIL
4742,Ile des Pins,ILP,Moue,ILP
4743,Ile d\Yeu,IDY,Ile d\Yeu,IDY
4744,Ileg,ILX,Ileg,ILX
4745,Ilford,ILF,Ilford,ILF
4746,Ilheus,IOS,Jorge Amado,IOS
4747,Iliamna,ILI,Iliamna,ILI
4748,Iligan,IGN,Maria Cristina,IGN
4749,Illaga,ILA,Illaga,ILA
4750,Illesheim,ILH,Illesheim,ILH
4751,Ilo,ILQ,Ilo,ILQ
4752,Iloilo,ILO,International,ILO
4753,Ilorin,ILR,International,ILR
4754,Ilu,IUL,Ilu,IUL
4755,Imane,IMN,Imane,IMN
4756,Imbaimadai,IMB,Imbaimadai,IMB
4757,Immokalee,IMM,Regional,IMM
4758,Imonda,IMD,Imonda,IMD
4759,Imperatriz,IMP,Renato Moreira,IMP
4760,Imperial,IML,Municipal,IML
4761,Imperial/El Centro,IPL,Imperial County,IPL
4762,Imperial/El Centro,IPL,El Centro NAF,NJK
4763,Impfondo,ION,Impfondo,ION
4764,Imphal,IMF,Imphal,IMF
4765,In Amenas,IAM,Zarzaitine,IAM
4766,In Guezzam,INF,In Guezzam,INF
4767,In Salah,INZ,In Salah,INZ
4768,Inagua,IGA,Matthew Town,IGA
4769,Inanwatan,INX,Inanwatan,INX
4770,Indagen,IDN,Indagen,IDN
4771,Independence,IDP,Municipal,IDP
4772,Independence,INB,Independence,INB
4773,Indian Springs,INS,Creech AFB,INS
4774,Indiana,IDI,Indiana County,IDI
4775,Indianapolis,IND,International,IND
4776,Indigo Bay Lodge,IBL,Indigo Bay Lodge,IBL
4777,Indore,IDR,Devi Ahilya Bai Holkar,IDR
4778,Indulkana,IDK,Indulkana,IDK
4779,Ine Island,IMI,Ine Island,IMI
4780,Ingeniero Jacobacci,IGB,Ingeniero Jacobacci,IGB
4781,Ingham,IGH,Ingham,IGH
4782,Ingolstadt,IGS,Manching,IGS
4783,Inhaca,IHC,Inhaca,IHC
4784,Inhambane,INH,Inhambane,INH
4785,Inhaminga,IMG,Inhaminga,IMG
4786,Inisheer,INQ,Inisheer,INQ
4787,Inishmaan,IIA,Inishmaan,IIA
4788,Inishmore,IOR,Kilronan,IOR
4789,Injune,INJ,Injune,INJ
4790,Inkerman,IKP,Inkerman,IKP
4791,Innamincka,INM,Innamincka,INM
4792,Innisfail,IFL,Innisfail,IFL
4793,Innsbruck,INN,Airport,INN
4794,Inongo,INO,Inongo,INO
4795,Inta,INA,Inta,INA
4796,International Falls,INL,Falls International,INL
4797,Inus,IUS,Inus,IUS
4798,Invercargill,IVC,Invercargill,IVC
4799,Inverell,IVR,Inverell,IVR
4800,Inverness,INV,Airport,INV
4801,Inverway,IVW,Inverway,IVW
4802,Inyati,INY,Inyati,INY
4803,Inyokern,IYK,Inyokern,IYK
4804,Ioannina,IOA,King Pyrros,IOA
4805,Iokea,IOK,Iokea,IOK
4806,Ioma,IOP,Ioma,IOP
4807,Iowa City,IOW,Municipal,IOW
4808,Iowa Falls,IFA,Municipal,IFA
4809,Ipatinga,IPN,Usiminas,IPN
4810,Ipiales,IPI,San Luis,IPI
4811,Ipiau,IPU,Ipiau,IPU
4812,Ipil,IPE,Ipil,IPE
4813,Ipiranga,IPG,Ipiranga,IPG
4814,Ipoh,IPH,Sultan Azlan Shah,IPH
4815,Ipota,IPA,Ipota,IPA
4816,Iquique,IQQ,Diego Aracena,IQQ
4817,Iquitos,IQT,F.Secada Vignetta,IQT
4818,Iraan,IRB,Municipal,IRB
4819,Iranamadu,IRU,SPB,IRU
4820,Iranshahr,IHR,Iranshahr,IHR
4821,Irece,IRE,Irece,IRE
4822,Iringa,IRI,Iringa,IRI
4823,Iriona,IRN,Iriona,IRN
4824,Irkutsk,IKT,Irkutsk,IKT
4825,Iron Mountain/Kingsfd.,IMT,Ford,IMT
4826,Ironwood,IWD,Gogebic-Iron County,IWD
4827,Isabela Island,IBB,General Villamil,IBB
4828,Isafjordur,IFJ,Isafjordur,IFJ
4829,Iscuande,ISD,Iscuande,ISD
4830,Ishigaki,ISG,New Ishigaki,ISG
4831,Ishurdi,IRD,Ishurdi,IRD
4832,Isiro,IRP,Matari,IRP
4833,Isisford,ISI,Isisford,ISI
4834,Isla de Coche,ICC,A.M. Salazar Marcano,ICC
4835,Isla Mujeres,ISJ,Isla Mujeres,ISJ
4836,Islamabad,ISB,Benazir Bhutto Intl,ISB
4837,Islay,ILY,Islay,ILY
4838,Isle of Man,IOM,Ronaldsway,IOM
4839,Isles of Scilly,ISC,St Mary\s,ISC
4840,Islip,ISP,Long Island MacArthur,ISP
4841,Isparta,ISE,Suleyman Demirel,ISE
4842,Istanbul,IST,Ataturk,IST
4843,Istanbul,IST,Sabiha Gokcen,SAW
4844,Itabuna,ITN,Itabuna,ITN
4845,Itacoatiara,ITA,Itacoatiara,ITA
4846,Itaituba,ITB,Itaituba,ITB
4847,Itambacuri,ITI,Fazenda Americana,ITI
4848,Itaperuna,ITP,Itaperuna,ITP
4849,Itaqui,ITQ,Itaqui,ITQ
4850,Ithaca,ITH,Tompkins Regional,ITH
4851,Itokama,ITK,Itokama,ITK
4852,Itubera,ITE,Itubera,ITE
4853,Itumbiara,ITR,F.Vilela do Amaral,ITR
4854,Iturup Island,ITU,Burevestnik AFB,BVV
4855,Iturup Island,ITU,Iturup,ITU
4856,Ivalo,IVL,Ivalo,IVL
4857,Ivano-Frankivsk,IFO,International,IFO
4858,Ivanovo,IWA,Yuzhny,IWA
4859,Iwakuni,IWK,Iwakuni,IWK
4860,Iwoto (Iwo Jima),IWO,Iwoto (Iwo Jima),IWO
4861,Ixtepec,IZT,Ixtepec,IZT
4862,Izhevsk,IJK,Izhevsk,IJK
4863,Izmir,IZM,Adnan Menderes,ADB
4864,Izmir,IZM,Cigli AB,IGL
4865,Izumo,IZO,Izumo,IZO
4866,Jacksonville,IJX,Municipal,IJX
4867,Jammu,IXJ,Satwari,IXJ
4868,Jamshedpur,IXW,Sonari,IXW
4869,Juiz de Fora,JDF,Presidente I. Franco,IZA
4870,Kailashahar,IXH,Kailashahar,IXH
4871,Kamalpur,IXQ,Kamalpur,IXQ
4872,Kandla,IXY,Kandla,IXY
4873,Kankakee,IKK,Greater Kankakee,IKK
4874,Keshod,IXK,Keshod,IXK
4875,Khowai,IXN,Khowai,IXN
4876,Kiana,IAN,Bob Baker Memorial,IAN
4877,Kiev,IEV,Zhuliany Intl,IEV
4878,Kiev,IEV,Boryspil Intl,KBP
4879,Kilaguni,ILU,Kilaguni,ILU
4880,Killeen/Fort Hood,ILE,Regional/R.Gray AAF,GRK
4881,Killeen/Fort Hood,ILE,Hood AAF,HLR
4882,Killeen/Fort Hood,ILE,Skylark Field,ILE
4883,Kingman,IGM,Kingman,IGM
4884,Kinston,ISO,Regional Jetport,ISO
4885,Kirakira,IRA,Kirakira,IRA
4886,Kirksville,IRK,Regional,IRK
4887,La Rioja,IRJ,Captain V.A. Almonacid,IRJ
4888,Leh,IXL,Kushok Bakula Rimpoche,IXL
4889,Lilabari,IXI,Lilabari,IXI
4890,Lleida,ILD,Alguaire,ILD
4891,Lockhart River,IRG,Lockhart River,IRG
4892,Madurai,IXM,Madurai,IXM
4893,Mangalore,IXE,Mangalore,IXE
4894,Manistique,ISQ,Schoolcraft County,ISQ
4895,Masuda,IWJ,Iwami,IWJ
4896,Mount Isa,ISA,Mount Isa,ISA
4897,Nasik,ISK,Ozar,ISK
4898,Nauru Island,INU,International,INU
4899,Nazran,IGT,Sleptsovskaya,IGT
4900,Niagara Falls,IAG,International,IAG
4901,Nieuw Nickerie,ICK,Majoor Henry Fernandes,ICK
4902,Nikolski,IKO,Air Station,IKO
4903,Nis,INI,Konstantin Veliki,INI
4904,Nissan Island,IIS,Nissan Island,IIS
4905,Niue Island,IUE,International,IUE
4906,Orlando,ORL,Kissimmee Gateway,ISM
4907,Osaka,OSA,Osaka Intl (Itami),ITM
4908,Pasighat,IXT,Pasighat,IXT
4909,Pathankot,IXP,Pathankot,IXP
4910,Port Blair,IXZ,Veer Savarkar Intl,IXZ
4911,Qiemo,IQM,Qiemo,IQM
4912,Qingyang,IQN,Qingyang,IQN
4913,Qishn,IHN,Qishn,IHN
4914,Ranchi,IXR,Birsa Munda,IXR
4915,Riesa,IES,Goehlis,IES
4916,Santa Isabel do Morro,IDO,Santa Isabel Do Morro,IDO
4917,Santa Isabel Rio Negro,IRZ,Tapuruquara,IRZ
4918,Seoul,SEL,Incheon International,ICN
4919,Sicogon Island,ICO,Sicogon Island,ICO
4920,Silchar,IXS,Kumbhirgram,IXS
4921,Simikot,IMK,Simikot,IMK
4922,Sturgis,IRS,Kirsch Municipal,IRS
4923,Sulaymaniyah,ISU,International,ISU
4924,Tamchy,IKU,Issyk-Kul,IKU
4925,Tehran,THR,Imam Khomeini Intl,IKA
4926,Tiksi,IKS,Tiksi,IKS
4927,Viveros Island,IVI,Viveros Island,IVI
4928,Washington,WAS,Dulles Intl,IAD
4929,Wichita,ICT,Beech Factory Apt,BEC
4930,Wichita,ICT,Cessna Aircraft Field,CEA
4931,Wichita,ICT,McConnell AFB,IAB
4932,Wichita,ICT,Dwight D. Eisenhower,ICT
4933,Wilkesboro,IKB,Wilkes County,IKB
4934,Williamsport,IPT,Regional,IPT
4935,Williston,ISN,Sloulin Field Intl,ISN
4936,Willmar,ILL,Municipal,ILL
4937,Wilmington,ILG,New Castle,ILG
4938,Wilmington,ILM,International,ILM
4939,Wilmington,ILN,Air Park,ILN
4940,Wink,INK,Winkler County,INK
4941,Winslow,INW,Lindbergh Regional,INW
4942,Winston-Salem,INT,Smith Reynolds,INT
4943,Wiscasset,ISS,Wiscasset,ISS
4944,Wisconsin Rapids,ISW,South Wood County,ISW
4945,Yaroslavl,IAR,Tunoshna,IAR
4946,Yinchuan,INC,Hedong,INC
4947,Zemio,IMO,Zemio,IMO
4948,Zielona Gora,IEG,Babimost,IEG
4949,Zilina,ILZ,Zilina,ILZ
4950,Aasiaat,JEG,Aasiaat,JEG
4951,Ankavandra,JVA,Ankavandra,JVA
4952,Ashtabula,JFN,Northeast Ohio Rgnl,JFN
4953,Astypalaia Island,JTY,Astypalaia Island,JTY
4954,Bauru,JTC,Moussa Nakhl Tobias,JTC
4955,Bethel,BET,Sea Plane Base,JBT
4956,Chios,JKH,Omiros,JKH
4957,Chizhou,JUH,Jiuhuashan,JUH
4958,Chungju,JWO,Jungwon AB,JWO
4959,Cooper Landing,JLA,Quartz Creek,JLA
4960,Djibouti,JIB,Ambouli Intl,JIB
4961,Duqm,DQM,Jaaluni,JNJ
4962,Fort MacKay,HZP,Albian,JHL
4963,Hope Bay,UZM,Doris Lake Ice A/P,JOJ
4964,Ikaria Island,JIK,Ikaria Island,JIK
4965,Ilulissat,JAV,Ilulissat,JAV
4966,Jabalpur,JLR,Jabalpur,JLR
4967,Jabiru,JAB,Jabiru,JAB
4968,Jabot Island,JAT,Jabot Island,JAT
4969,Jacareacanga,JCR,Jacareacanga,JCR
4970,Jackson,JAC,Jackson Hole,JAC
4971,Jackson,JAN,Hawkins Field,HKS
4972,Jackson,JAN,Medgar W. Evers Intl,JAN
4973,Jackson,JXN,Jackson County,JXN
4974,Jacksonville,JAX,Executive (Craig),CRG
4975,Jacksonville,JAX,International,JAX
4976,Jacksonville,JAX,Whitehouse NOLF,NEN
4977,Jacksonville,JAX,NAS (Towers Field),NIP
4978,Jacksonville,JAX,Cecil,VQQ
4979,Jacksonville,JKV,Cherokee County,JKV
4980,Jacmel,JAK,Jacmel,JAK
4981,Jacobabad,JAG,Jacobabad,JAG
4982,Jacobina,JCM,Jacobina,JCM
4983,Jacquinot Bay,JAQ,Jacquinot Bay,JAQ
4984,Jaen,JAE,Aeropuerto de Shumba,JAE
4985,Jaffna,JAF,Kankesanturai,JAF
4986,Jagdalpur,JGB,Jagdalpur,JGB
4987,Jaguaruna,JJG,Humberto Bortoluzzi,JJG
4988,Jahrom,JAR,Jahrom,JAR
4989,Jaipur,JAI,International,JAI
4990,Jaisalmer,JSA,Jaisalmer,JSA
4991,Jajao,JJA,Jajao,JJA
4992,Jakarta,JKT,Soekarno-Hatta Intl,CGK
4993,Jakarta,JKT,Halim Perdanakusuma,HLP
4994,Jalalabad,JAA,Jalalabad,JAA
4995,Jalapa,JAL,El Lencero,JAL
4996,Jales,JLS,Jales,JLS
4997,Jamba,JMB,Jamba,JMB
4998,Jambol,JAM,Bezmer,JAM
4999,Jamestown,JHW,Chautaqua County,JHW
5000,Jamestown,JMS,Regional,JMS
5001,Jamnagar,JGA,Govardhanpur,JGA
5002,Janakpur,JKR,Janakpur,JKR
5003,Janesville,JVL,Southern Wisconsin Rgn,JVL
5004,Januaria,JNA,Januaria,JNA
5005,Jaque,JQE,Jaque,JQE
5006,Jasper,JAS,Jasper County-Bell Fld,JAS
5007,Jatai,JTI,Jatai,JTI
5008,Jauja,JAU,Francisco Carle,JAU
5009,Jeddah,JED,King Abdulaziz Intl,JED
5010,Jefferson City,JEF,Memorial,JEF
5011,Jeh Island,JEJ,Jeh Island,JEJ
5012,Jember,JBB,Noto Hadinegoro,JBB
5013,Jeongseok,JDG,Jeongseok,JDG
5014,Jequie,JEQ,Jequie,JEQ
5015,Jeremie,JEE,Jeremie,JEE
5016,Jersey,JER,Jersey,JER
5017,Jerusalem,JRS,Jerusalem,JRS
5018,Jessore,JSR,Jessore,JSR
5019,Jiagedaqi,JGD,Jiagedaqi,JGD
5020,Jiamusi,JMU,Dongjiao,JMU
5021,Ji\an,JGS,Jinggangshan,JGS
5022,Jiansanjiang,JSJ,Jiansanjiang,JSJ
5023,Jiayuguan,JGN,Jiayuguan,JGN
5024,Jijiga,JIJ,Jijiga,JIJ
5025,Jilin,JIL,Ertaizi,JIL
5026,Jimma,JIM,Aba Segud,JIM
5027,Jinchang,JIC,Jinchuan,JIC
5028,Jingdezhen,JDZ,Luojia,JDZ
5029,Jinghong,JHG,Xishuangbanna Gasa Int,JHG
5030,Jining,JNG,Qufu,JNG
5031,Jinja,JIN,Jinja,JIN
5032,Jinzhou,JNZ,Jinzhouwan,JNZ
5033,Ji-Parana,JPR,Jose Coleto,JPR
5034,Jipijapa,JIP,Jipijapa,JIP
5035,Jiri,JIR,Jiri,JIR
5036,Jiroft,JYR,Jiroft,JYR
5037,Jiujiang,JIU,Lushan,JIU
5038,Jiuzhaigou,JZH,Jiuzhai Huanglong,JZH
5039,Jiwani,JIW,Jiwani,JIW
5040,Jixi,JXA,Xingkaihu,JXA
5041,Joacaba,JCB,Santa Terezinha,JCB
5042,Joao Pessoa,JPA,Castro Pinto Intl,JPA
5043,Jodhpur,JDH,Jodhpur,JDH
5044,Joensuu,JOE,Joensuu,JOE
5045,Johannesburg,JNB,Grand Central,GCJ
5046,Johannesburg,JNB,Lanseria International,HLA
5047,Johannesburg,JNB,O.R. Tambo Int\l,JNB
5048,Johannesburg,JNB,Rand,QRA
5049,John Day,JDA,Grant County Regional,JDA
5050,Johnson City,JCY,LBJ Ranch,JCY
5051,Johnstown,JST,John Murtha-Cambria Co,JST
5052,Johor Bahru,JHB,Senai Intl,JHB
5053,Joinville,JOI,Lauro Carneiro Loyola,JOI
5054,Joliet,JOT,Regional,JOT
5055,Jolo,JOL,Jolo,JOL
5056,Jomsom,JMO,Jomsom,JMO
5057,Jonesboro,JBR,Municipal,JBR
5058,Jonkoping,JKG,Jonkoping,JKG
5059,Joplin,JLN,Regional,JLN
5060,Jordan,JDN,Jordan,JDN
5061,Jorhat,JRH,Rowriah,JRH
5062,Jos,JOS,Yakubu Gowon,JOS
5063,Jose de San Martin,JSM,Jose de San Martin,JSM
5064,Josephstaal,JOP,Josephstaal,JOP
5065,Juanjui,JJI,Juanjui,JJI
5066,Juara,JUA,I. Luiz do Nascimento,JUA
5067,Juazeiro do Norte,JDO,O. Bezerra de Menezes,JDO
5068,Juba,JUB,Juba,JUB
5069,Juina,JIA,Juina,JIA
5070,Juist,JUI,Juist,JUI
5071,Juiz de Fora,JDF,Presidente I. Franco,IZA
5072,Juiz de Fora,JDF,Francisco de Assis,JDF
5073,Jujuy,JUJ,Gobernador H. Guzman,JUJ
5074,Julia Creek,JCK,Julia Creek,JCK
5075,Juliaca,JUL,Inco Mnco Capac Intl,JUL
5076,Jumla,JUM,Jumla,JUM
5077,Junction,JCT,Kimble County,JCT
5078,Jundah,JUN,Jundah,JUN
5079,Juneau,JNU,International,JNU
5080,Junin,JNI,Junin,JNI
5081,Jurado,JUO,Jurado,JUO
5082,Jurien Bay,JUR,Jurien Bay,JUR
5083,Juruena,JRN,Juruena,JRN
5084,Juticalpa,JUT,Juticalpa,JUT
5085,Jwaneng,JWA,Jwaneng,JWA
5086,Jyvaskyla,JYV,Jyvaskyla,JYV
5087,Kalymnos Island,JKL,Kalymnos Island,JKL
5088,Kansas City,MKC,New Century Aircenter,JCI
5089,Kapalua,JHM,Kapalua,JHM
5090,Kapolei,JRF,Kalaeloa,JRF
5091,Kilimanjaro,JRO,International,JRO
5092,Lower Zambezi Nat.Park,RYL,Jeki,JEK
5093,Maniitsoq,JSU,Maniitsoq,JSU
5094,Manville,JVI,Central Jersey Rgnl,JVI
5095,Meru-Kinna,JJM,Mulika Lodge,JJM
5096,Mykonos,JMK,Mykonos,JMK
5097,Naxos,JNX,Naxos,JNX
5098,New York,NYC,John F Kennedy Intl,JFK
5099,Njombe,JOM,Njombe,JOM
5100,Paamiut,JFR,Paamiut,JFR
5101,Perth,PER,Jandakot,JAD
5102,Port Saint John\s,JOH,Port Saint John\s,JOH
5103,Puntarenas,JAP,Chacarita,JAP
5104,Qaarsut,JQA,Qaarsut,JQA
5105,Qasigiannguit,JCH,Heliport,JCH
5106,Qianjiang,JIQ,Wulingshan,JIQ
5107,Quanzhou,JJN,Jinjiang,JJN
5108,Quzhou,JUZ,Quzhou,JUZ
5109,Santo Domingo,SDQ,Dr.Joaquin Balaguer,JBQ
5110,Sao Joao del Rei,JDR,O. de Almeida Neves,JDR
5111,Sisimiut,JHS,Sisimiut,JHS
5112,Siteia,JSH,Siteia,JSH
5113,Skiathos,JSI,Alex. Papadiamantis,JSI
5114,Syros Island,JSY,Dimitrios Vikelas,JSY
5115,Thira,JTR,Santorini,JTR
5116,Tiakur,JIO,Jos Orno Imsula,JIO
5117,Upernavik,JUV,Upernavik,JUV
5118,Yogyakarta,JOG,Adisutjipto,JOG
5119,Yoshkar-Ola,JOK,Yoshkar-Ola,JOK
5120,Zanjan,JWN,Zanjan,JWN
5121,Akiachak,KKI,Akiachak,KKI
5122,Akutan,KQA,Akutan,KQA
5123,Ayamaru,KBX,Kambuaya,KBX
5124,Bell Island,KBE,Hot Springs SPB,KBE
5125,Birch Creek,KBC,Birch Creek,KBC
5126,Bo,KBS,Bo,KBS
5127,Brevig Mission,KTS,Brevig Mission,KTS
5128,Burqin,KJI,Kanas,KJI
5129,Capanda,KNP,Capanda,KNP
5130,Chernofski Harbor,KCN,Sea Plane Base,KCN
5131,Chignik,KCL,Chignik Bay SPB,KBW
5132,Chignik,KCL,Chignik Airport,KCG
5133,Chignik,KCL,Chignik Lagoon,KCL
5134,Chignik,KCL,Chignik Lake,KCQ
5135,Chisinau,KIV,International,KIV
5136,Cloudbreak,KFE,Fortescue Dave Forrest,KFE
5137,Coffman Cove,KCC,Sea Plane Base,KCC
5138,Collinsville,KCE,Collinsville,KCE
5139,Colombo,CMB,Kelani-Peliyagoda SPB,KEZ
5140,Colorado Creek,KCR,Colorado Creek,KCR
5141,Cyangugu,KME,Kamembe,KME
5142,Ekuk,KKU,Ekuk,KKU
5143,Ekwok,KEK,Ekwok,KEK
5144,False Pass,KFP,False Pass,KFP
5145,Gangneung,KAG,Air Base,KAG
5146,Ganja,KVD,Ganja,KVD
5147,Ganzhou,KOW,Huangjin,KOW
5148,Glacier Creek,KGZ,Glacier Creek,KGZ
5149,Grayling,KGX,Grayling,KGX
5150,Guilin,KWL,Liangjiang Intl,KWL
5151,Guiyang,KWE,Longdongbao Intl,KWE
5152,Gunsan,KUV,Gunsan,KUV
5153,Gwangju,KWJ,Gwangju,KWJ
5154,Halli,KEV,Halli,KEV
5155,Huang Ping,KJH,Kai Li,KJH
5156,Ivanof Bay,KIB,Sea Plane Base,KIB
5157,Jackpot,KPT,Hayden Field,KPT
5158,Kaadedhdhoo Island,KDM,Kaadedhdhoo Island,KDM
5159,Kabala,KBA,Kabala,KBA
5160,Kabalega Falls,KBG,Kabalega Falls,KBG
5161,Kabalo,KBO,Kabalo,KBO
5162,Kaben Island,KBT,Kaben Island,KBT
5163,Kabinda,KBN,Tunta,KBN
5164,Kabul,KBL,International,KBL
5165,Kabwum,KBM,Kabwum,KBM
5166,Kadanwari,KCF,Thar,KCF
5167,Kadavu Island,KDV,Vunisea,KDV
5168,Kadhdhoo Island,KDO,Kadhdhoo Island,KDO
5169,Kadugli,KDX,Kadugli,KDX
5170,Kaduna,KAD,Kaduna,KAD
5171,Kaedi,KED,Kaedi,KED
5172,Kaele,KLE,Kaele,KLE
5173,Kaghau Island,KGE,Kaghau Island,KGE
5174,Kagi,KGW,Kagi,KGW
5175,Kagoshima,KOJ,Kagoshima,KOJ
5176,Kahramanmaras,KCM,Kahramanmaras,KCM
5177,Kaiapit,KIA,Kaiapit,KIA
5178,Kaieteur,KAI,Kaieteur,KAI
5179,Kaikohe,KKO,Kaikohe,KKO
5180,Kaikoura,KBZ,Kaikoura,KBZ
5181,Kaintiba,KZF,Kaintiba,KZF
5182,Kaitaia,KAT,Kaitaia,KAT
5183,Kajaani,KAJ,Kajaani,KAJ
5184,Kake,KAE,Sea Plane Base,KAE
5185,Kakoro,KOR,Kakoro,KOR
5186,Kalabo,KLB,Kalabo,KLB
5187,Kalakaket Creek,KKK,Air Station,KKK
5188,Kalaleh,KLM,Kalaleh,KLM
5189,Kalamata,KLX,Kalamata,KLX
5190,Kalbarri,KAX,Kalbarri,KAX
5191,Kalemyo,KMV,Kalemyo,KMV
5192,Kalgoorlie-Boulder,KGI,Kalgoorlie-Boulder,KGI
5193,Kalibo,KLO,International,KLO
5194,Kalima,KLY,Kalima,KLY
5195,Kaliningrad,KGD,Khrabrovo,KGD
5196,Kalkgurung,KFG,Kalkgurung,KFG
5197,Kalmar,KLR,Kalmar,KLR
5198,Kalokol,KLK,Fergusons Gulf,KLK
5199,Kalpowar,KPP,Kalpowar,KPP
5200,Kalskag,KLG,Kalskag,KLG
5201,Kaltag,KAL,Kaltag,KAL
5202,Kaluga,KLF,Grabtsevo,KLF
5203,Kamaran Downs,KDS,Kamaran Downs,KDS
5204,Kamaran Island,KAM,Kamaran Island,KAM
5205,Kamarang,KAR,Kamarang,KAR
5206,Kamarata,KTV,Kamarata,KTV
5207,Kambalda,KDB,Kambalda,KDB
5208,Kamberatoro,KDQ,Kamberatoro,KDQ
5209,Kamianets-Podilskiy,KCP,Kamianets-Podilskiy,KCP
5210,Kamileroi,KML,Kamileroi,KML
5211,Kamina,KMF,Kamina,KMF
5212,Kamina,KMN,Kamina-Ville,KMN
5213,Kamiraba,KJU,Kamiraba,KJU
5214,Kamishly,KAC,Kamishly,KAC
5215,Kamphaeng Saen,KDT,Kamphaeng Saen,KDT
5216,Kampong Chhnang,KZC,Kampong Chhnang,KZC
5217,Kampot,KMT,Kampot,KMT
5218,Kamulai,KAQ,Kamulai,KAQ
5219,Kamur,KCD,Kamur,KCD
5220,Kamusi,KUY,Kamusi,KUY
5221,Kanab,KNB,Municipal,KNB
5222,Kanabea,KEX,Kanabea,KEX
5223,Kanainj,KNE,Kanainj,KNE
5224,Kananga,KGA,Kananga,KGA
5225,Kanavayen,KAV,Kanavayen,KAV
5226,Kandahar,KDH,International,KDH
5227,Kandep,KDP,Kandep,KDP
5228,Kandi,KDC,Kandi,KDC
5229,Kandrian,KDR,Kandrian,KDR
5230,Kandy,KDW,Victoria Reservoir SPB,KDW
5231,Kandy,KDW,Polgolla Reservoir SPB,KDZ
5232,Kangan,KNR,Jam,KNR
5233,Kangding,KGT,Kangding,KGT
5234,Kaniama,KNM,Kaniama,KNM
5235,Kankan,KNN,Diankana,KNN
