Search results for "S"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Steamboat Springs	SBS	Bob Adams Field	SBS
Stella Maris	SML	Stella Maris	SML
Stephens Island	STF	Stephens Island	STF
Stephenville	SEP	Clark Field Regional	SEP
Sterling	STK	Municipal	STK
Sterling/Rock Falls	SQI	Whiteside County	SQI
Stevens Point	STE	Municipal	STE
Stevens Village	SVS	Stevens Village	SVS
Stewart Island	SZS	Ryan's Creek	SZS
St-Francois	SFC	St-Francois	SFC
Stillwater	SWO	Regional	SWO
St-Nazaire	SNR	Montoir	SNR
Stockholm	SMP	Stockholm	SMP
Stockholm	STO	Arlanda	ARN
Stockholm	STO	Bromma	BMA
Stockholm	STO	Skavsta	NYO
Stockholm	STO	Metropolitan Area	STO
Stockholm	STO	Vasteras	VST
Stoelmanseiland	SMZ	Stoelmanseiland	SMZ
Stokmarknes	SKN	Skagen	SKN
Stony River	SRV	Stony River	SRV
Stord	SRP	Sorstokken	SRP
Storm Lake	SLB	Municipal	SLB
Stornoway	SYY	Stornoway	SYY
Storuman	SQO	Storuman	SQO
Stradbroke Island	SRR	Dunwich	SRR
Strahan	SRN	Strahan	SRN
Strasbourg	SXB	Entzheim	SXB
